BoxAWetWeight,Urea_Kgs,Season,Variety,Country,BoxBLength,PlotSize_acres,CAN_Kgs,Year,BoxBDryWeight,DAP_Kgs,NPK_Kgs,BoxALength,BoxAWidth,PlantingDate,BoxBWetWeight,ImgID,Longitude,BoxBWidth,Latitude,BoxADryWeight,Quality,human_lat,human_lon,model_lat,model_lon,source_folder,id_x,datetime,platform,properties_x,geometry,type,collection,bbox,stac_version,properties_y,id_y,links,assets,Folder_Season,File_Name,Storage_Path,BoxAArea,BoxBArea,YieldBoxA_per_m2,YieldBoxB_per_m2,AvgSampleYield_per_m2,EstimatedYieldKG,YieldPerAcre,Standardized_Season,SeasonYear,RainType
,,2018 LR,,Kenya,,0.5,,2018,5.95,,,,,,,id_000ab105,34.77436145,,-0.678931115,6,0,,,-0.678934069,34.77438272,east_african_field_centers_planet_label_000ab105,east_african_field_centers_planet_source_000ab105,2018-06-01T00:00:00.000000Z,,"{""datetime"": ""2018-06-01T00:00:00.000000Z"", ""label:description"": ""Coordinate Labels"", ""label:properties"": null, ""label:type"": ""coordinates""}","{'coordinates': [[34.77256469245081, -0.6807277464069433], [34.77256469245081, -0.6771344835930567], [34.776158207549194, -0.6807277464069433], [34.776158207549194, -0.6771344835930567], [34.77256469245081, -0.6807277464069433]], 'type': 'polygon'}",Feature,east_african_field_centers_planet_source,"[34.77256469245081, -0.6807277464069433, 34.776158207549194, -0.6771344835930567]",1.0.0,"{'datetime': '2018-06-01T00:00:00.000000Z', 'platform': 'Planet Labs'}",east_african_field_centers_planet_source_000ab105,"[{'href': '../collection.json', 'rel': 'collection'}, {'href': '../collection.json', 'rel': 'parent'}]","{'jun17': {'href': 'jun17.png', 'type': 'image/png'}, 'dec17': {'href': 'dec17.png', 'type': 'image/png'}, 'jun18': {'href': 'jun18.png', 'type': 'image/png'}, 'dec18': {'href': 'dec18.png', 'type': 'image/png'}, 'json-metadata': {'href': 'metadata.json', 'title': 'Metadata', 'type': 'text/json', 'roles': ['metadata']}}",17-Jun,id_000ab105.png,C:\Users\Administrator\Desktop\results\jun17\id_000ab105.png,,,,,,,,2018 Long rains,2018,Long rains
,,2018 LR,,Kenya,,0.5,,2018,5.95,,,,,,,id_000ab105,34.77436145,,-0.678931115,6,0,,,-0.678934069,34.77438272,east_african_field_centers_planet_label_000ab105,east_african_field_centers_planet_source_000ab105,2018-06-01T00:00:00.000000Z,,"{""datetime"": ""2018-06-01T00:00:00.000000Z"", ""label:description"": ""Coordinate Labels"", ""label:properties"": null, ""label:type"": ""coordinates""}","{'coordinates': [[34.77256469245081, -0.6807277464069433], [34.77256469245081, -0.6771344835930567], [34.776158207549194, -0.6807277464069433], [34.776158207549194, -0.6771344835930567], [34.77256469245081, -0.6807277464069433]], 'type': 'polygon'}",Feature,east_african_field_centers_planet_source,"[34.77256469245081, -0.6807277464069433, 34.776158207549194, -0.6771344835930567]",1.0.0,"{'datetime': '2018-06-01T00:00:00.000000Z', 'platform': 'Planet Labs'}",east_african_field_centers_planet_source_000ab105,"[{'href': '../collection.json', 'rel': 'collection'}, {'href': '../collection.json', 'rel': 'parent'}]","{'jun17': {'href': 'jun17.png', 'type': 'image/png'}, 'dec17': {'href': 'dec17.png', 'type': 'image/png'}, 'jun18': {'href': 'jun18.png', 'type': 'image/png'}, 'dec18': {'href': 'dec18.png', 'type': 'image/png'}, 'json-metadata': {'href': 'metadata.json', 'title': 'Metadata', 'type': 'text/json', 'roles': ['metadata']}}",18-Jun,id_000ab105.png,C:\Users\Administrator\Desktop\results\jun18\id_000ab105.png,,,,,,,,2018 Long rains,2018,Long rains
3.8,,2016 LR,H_614D,Kenya,8,0.25,12.5,2016,9.95,12.5,,8,5,4/19/2016,13.95,id_000b2146,34.45950388,5,0.745093131,6.5,3,0,0,0.745071967,34.45951118,east_african_field_centers_planet_label_000b2146,east_african_field_centers_planet_source_000b2146,2016-06-01T00:00:00.000000Z,,"{""datetime"": ""2016-06-01T00:00:00.000000Z"", ""label:description"": ""Coordinate Labels"", ""label:properties"": null, ""label:type"": ""coordinates""}","{'coordinates': [[34.45770709649445, 0.7432964994216372], [34.45770709649445, 0.7468897625783627], [34.46130066350555, 0.7432964994216372], [34.46130066350555, 0.7468897625783627], [34.45770709649445, 0.7432964994216372]], 'type': 'polygon'}",Feature,east_african_field_centers_planet_source,"[34.45770709649445, 0.7432964994216372, 34.46130066350555, 0.7468897625783627]",1.0.0,"{'datetime': '2016-06-01T00:00:00.000000Z', 'platform': 'Planet Labs'}",east_african_field_centers_planet_source_000b2146,"[{'href': '../collection.json', 'rel': 'collection'}, {'href': '../collection.json', 'rel': 'parent'}]","{'jun17': {'href': 'jun17.png', 'type': 'image/png'}, 'dec17': {'href': 'dec17.png', 'type': 'image/png'}, 'jun18': {'href': 'jun18.png', 'type': 'image/png'}, 'dec18': {'href': 'dec18.png', 'type': 'image/png'}, 'json-metadata': {'href': 'metadata.json', 'title': 'Metadata', 'type': 'text/json', 'roles': ['metadata']}}",17-Dec,id_000b2146.png,C:\Users\Administrator\Desktop\results\dec17\id_000b2146.png,40,40,0.1625,0.24875,0.205625,208.0338969,832.1355875,2016 Long rains,2016,Long rains
3.8,,2016 LR,H_614D,Kenya,8,0.25,12.5,2016,9.95,12.5,,8,5,4/19/2016,13.95,id_000b2146,34.45950388,5,0.745093131,6.5,3,0,0,0.745071967,34.45951118,east_african_field_centers_planet_label_000b2146,east_african_field_centers_planet_source_000b2146,2016-06-01T00:00:00.000000Z,,"{""datetime"": ""2016-06-01T00:00:00.000000Z"", ""label:description"": ""Coordinate Labels"", ""label:properties"": null, ""label:type"": ""coordinates""}","{'coordinates': [[34.45770709649445, 0.7432964994216372], [34.45770709649445, 0.7468897625783627], [34.46130066350555, 0.7432964994216372], [34.46130066350555, 0.7468897625783627], [34.45770709649445, 0.7432964994216372]], 'type': 'polygon'}",Feature,east_african_field_centers_planet_source,"[34.45770709649445, 0.7432964994216372, 34.46130066350555, 0.7468897625783627]",1.0.0,"{'datetime': '2016-06-01T00:00:00.000000Z', 'platform': 'Planet Labs'}",east_african_field_centers_planet_source_000b2146,"[{'href': '../collection.json', 'rel': 'collection'}, {'href': '../collection.json', 'rel': 'parent'}]","{'jun17': {'href': 'jun17.png', 'type': 'image/png'}, 'dec17': {'href': 'dec17.png', 'type': 'image/png'}, 'jun18': {'href': 'jun18.png', 'type': 'image/png'}, 'dec18': {'href': 'dec18.png', 'type': 'image/png'}, 'json-metadata': {'href': 'metadata.json', 'title': 'Metadata', 'type': 'text/json', 'roles': ['metadata']}}",18-Dec,id_000b2146.png,C:\Users\Administrator\Desktop\results\dec18\id_000b2146.png,40,40,0.1625,0.24875,0.205625,208.0338969,832.1355875,2016 Long rains,2016,Long rains
3.8,,2016 LR,H_614D,Kenya,8,0.25,12.5,2016,9.95,12.5,,8,5,4/19/2016,13.95,id_000b2146,34.45950388,5,0.745093131,6.5,3,0,0,0.745071967,34.45951118,east_african_field_centers_planet_label_000b2146,east_african_field_centers_planet_source_000b2146,2016-06-01T00:00:00.000000Z,,"{""datetime"": ""2016-06-01T00:00:00.000000Z"", ""label:description"": ""Coordinate Labels"", ""label:properties"": null, ""label:type"": ""coordinates""}","{'coordinates': [[34.45770709649445, 0.7432964994216372], [34.45770709649445, 0.7468897625783627], [34.46130066350555, 0.7432964994216372], [34.46130066350555, 0.7468897625783627], [34.45770709649445, 0.7432964994216372]], 'type': 'polygon'}",Feature,east_african_field_centers_planet_source,"[34.45770709649445, 0.7432964994216372, 34.46130066350555, 0.7468897625783627]",1.0.0,"{'datetime': '2016-06-01T00:00:00.000000Z', 'platform': 'Planet Labs'}",east_african_field_centers_planet_source_000b2146,"[{'href': '../collection.json', 'rel': 'collection'}, {'href': '../collection.json', 'rel': 'parent'}]","{'jun17': {'href': 'jun17.png', 'type': 'image/png'}, 'dec17': {'href': 'dec17.png', 'type': 'image/png'}, 'jun18': {'href': 'jun18.png', 'type': 'image/png'}, 'dec18': {'href': 'dec18.png', 'type': 'image/png'}, 'json-metadata': {'href': 'metadata.json', 'title': 'Metadata', 'type': 'text/json', 'roles': ['metadata']}}",17-Jun,id_000b2146.png,C:\Users\Administrator\Desktop\results\jun17\id_000b2146.png,40,40,0.1625,0.24875,0.205625,208.0338969,832.1355875,2016 Long rains,2016,Long rains
3.8,,2016 LR,H_614D,Kenya,8,0.25,12.5,2016,9.95,12.5,,8,5,4/19/2016,13.95,id_000b2146,34.45950388,5,0.745093131,6.5,3,0,0,0.745071967,34.45951118,east_african_field_centers_planet_label_000b2146,east_african_field_centers_planet_source_000b2146,2016-06-01T00:00:00.000000Z,,"{""datetime"": ""2016-06-01T00:00:00.000000Z"", ""label:description"": ""Coordinate Labels"", ""label:properties"": null, ""label:type"": ""coordinates""}","{'coordinates': [[34.45770709649445, 0.7432964994216372], [34.45770709649445, 0.7468897625783627], [34.46130066350555, 0.7432964994216372], [34.46130066350555, 0.7468897625783627], [34.45770709649445, 0.7432964994216372]], 'type': 'polygon'}",Feature,east_african_field_centers_planet_source,"[34.45770709649445, 0.7432964994216372, 34.46130066350555, 0.7468897625783627]",1.0.0,"{'datetime': '2016-06-01T00:00:00.000000Z', 'platform': 'Planet Labs'}",east_african_field_centers_planet_source_000b2146,"[{'href': '../collection.json', 'rel': 'collection'}, {'href': '../collection.json', 'rel': 'parent'}]","{'jun17': {'href': 'jun17.png', 'type': 'image/png'}, 'dec17': {'href': 'dec17.png', 'type': 'image/png'}, 'jun18': {'href': 'jun18.png', 'type': 'image/png'}, 'dec18': {'href': 'dec18.png', 'type': 'image/png'}, 'json-metadata': {'href': 'metadata.json', 'title': 'Metadata', 'type': 'text/json', 'roles': ['metadata']}}",18-Jun,id_000b2146.png,C:\Users\Administrator\Desktop\results\jun18\id_000b2146.png,40,40,0.1625,0.24875,0.205625,208.0338969,832.1355875,2016 Long rains,2016,Long rains
22.75,,2016 LR,H 614D,Kenya,5,0.5,25,2016,12.2,25,,5,8,,21.6,id_000e690b,34.83810713,8,0.248965025,12.2,0,,,0.24900127,34.83806609,east_african_field_centers_planet_label_000e690b,east_african_field_centers_planet_source_000e690b,2016-06-01T00:00:00.000000Z,,"{""datetime"": ""2016-06-01T00:00:00.000000Z"", ""label:description"": ""Coordinate Labels"", ""label:properties"": null, ""label:type"": ""coordinates""}","{'coordinates': [[34.836310482357504, 0.24716839431897603], [34.836310482357504, 0.250761655681024], [34.8399037776425, 0.24716839431897603], [34.8399037776425, 0.250761655681024], [34.836310482357504, 0.24716839431897603]], 'type': 'polygon'}",Feature,east_african_field_centers_planet_source,"[34.836310482357504, 0.24716839431897603, 34.8399037776425, 0.250761655681024]",1.0.0,"{'datetime': '2016-06-01T00:00:00.000000Z', 'platform': 'Planet Labs'}",east_african_field_centers_planet_source_000e690b,"[{'href': '../collection.json', 'rel': 'collection'}, {'href': '../collection.json', 'rel': 'parent'}]","{'jun17': {'href': 'jun17.png', 'type': 'image/png'}, 'dec17': {'href': 'dec17.png', 'type': 'image/png'}, 'jun18': {'href': 'jun18.png', 'type': 'image/png'}, 'dec18': {'href': 'dec18.png', 'type': 'image/png'}, 'json-metadata': {'href': 'metadata.json', 'title': 'Metadata', 'type': 'text/json', 'roles': ['metadata']}}",17-Dec,id_000e690b.png,C:\Users\Administrator\Desktop\results\dec17\id_000e690b.png,40,40,0.305,0.305,0.305,617.14615,1234.2923,2016 Long rains,2016,Long rains
22.75,,2016 LR,H 614D,Kenya,5,0.5,25,2016,12.2,25,,5,8,,21.6,id_000e690b,34.83810713,8,0.248965025,12.2,0,,,0.24900127,34.83806609,east_african_field_centers_planet_label_000e690b,east_african_field_centers_planet_source_000e690b,2016-06-01T00:00:00.000000Z,,"{""datetime"": ""2016-06-01T00:00:00.000000Z"", ""label:description"": ""Coordinate Labels"", ""label:properties"": null, ""label:type"": ""coordinates""}","{'coordinates': [[34.836310482357504, 0.24716839431897603], [34.836310482357504, 0.250761655681024], [34.8399037776425, 0.24716839431897603], [34.8399037776425, 0.250761655681024], [34.836310482357504, 0.24716839431897603]], 'type': 'polygon'}",Feature,east_african_field_centers_planet_source,"[34.836310482357504, 0.24716839431897603, 34.8399037776425, 0.250761655681024]",1.0.0,"{'datetime': '2016-06-01T00:00:00.000000Z', 'platform': 'Planet Labs'}",east_african_field_centers_planet_source_000e690b,"[{'href': '../collection.json', 'rel': 'collection'}, {'href': '../collection.json', 'rel': 'parent'}]","{'jun17': {'href': 'jun17.png', 'type': 'image/png'}, 'dec17': {'href': 'dec17.png', 'type': 'image/png'}, 'jun18': {'href': 'jun18.png', 'type': 'image/png'}, 'dec18': {'href': 'dec18.png', 'type': 'image/png'}, 'json-metadata': {'href': 'metadata.json', 'title': 'Metadata', 'type': 'text/json', 'roles': ['metadata']}}",18-Dec,id_000e690b.png,C:\Users\Administrator\Desktop\results\dec18\id_000e690b.png,40,40,0.305,0.305,0.305,617.14615,1234.2923,2016 Long rains,2016,Long rains
22.75,,2016 LR,H 614D,Kenya,5,0.5,25,2016,12.2,25,,5,8,,21.6,id_000e690b,34.83810713,8,0.248965025,12.2,0,,,0.24900127,34.83806609,east_african_field_centers_planet_label_000e690b,east_african_field_centers_planet_source_000e690b,2016-06-01T00:00:00.000000Z,,"{""datetime"": ""2016-06-01T00:00:00.000000Z"", ""label:description"": ""Coordinate Labels"", ""label:properties"": null, ""label:type"": ""coordinates""}","{'coordinates': [[34.836310482357504, 0.24716839431897603], [34.836310482357504, 0.250761655681024], [34.8399037776425, 0.24716839431897603], [34.8399037776425, 0.250761655681024], [34.836310482357504, 0.24716839431897603]], 'type': 'polygon'}",Feature,east_african_field_centers_planet_source,"[34.836310482357504, 0.24716839431897603, 34.8399037776425, 0.250761655681024]",1.0.0,"{'datetime': '2016-06-01T00:00:00.000000Z', 'platform': 'Planet Labs'}",east_african_field_centers_planet_source_000e690b,"[{'href': '../collection.json', 'rel': 'collection'}, {'href': '../collection.json', 'rel': 'parent'}]","{'jun17': {'href': 'jun17.png', 'type': 'image/png'}, 'dec17': {'href': 'dec17.png', 'type': 'image/png'}, 'jun18': {'href': 'jun18.png', 'type': 'image/png'}, 'dec18': {'href': 'dec18.png', 'type': 'image/png'}, 'json-metadata': {'href': 'metadata.json', 'title': 'Metadata', 'type': 'text/json', 'roles': ['metadata']}}",17-Jun,id_000e690b.png,C:\Users\Administrator\Desktop\results\jun17\id_000e690b.png,40,40,0.305,0.305,0.305,617.14615,1234.2923,2016 Long rains,2016,Long rains
22.75,,2016 LR,H 614D,Kenya,5,0.5,25,2016,12.2,25,,5,8,,21.6,id_000e690b,34.83810713,8,0.248965025,12.2,0,,,0.24900127,34.83806609,east_african_field_centers_planet_label_000e690b,east_african_field_centers_planet_source_000e690b,2016-06-01T00:00:00.000000Z,,"{""datetime"": ""2016-06-01T00:00:00.000000Z"", ""label:description"": ""Coordinate Labels"", ""label:properties"": null, ""label:type"": ""coordinates""}","{'coordinates': [[34.836310482357504, 0.24716839431897603], [34.836310482357504, 0.250761655681024], [34.8399037776425, 0.24716839431897603], [34.8399037776425, 0.250761655681024], [34.836310482357504, 0.24716839431897603]], 'type': 'polygon'}",Feature,east_african_field_centers_planet_source,"[34.836310482357504, 0.24716839431897603, 34.8399037776425, 0.250761655681024]",1.0.0,"{'datetime': '2016-06-01T00:00:00.000000Z', 'platform': 'Planet Labs'}",east_african_field_centers_planet_source_000e690b,"[{'href': '../collection.json', 'rel': 'collection'}, {'href': '../collection.json', 'rel': 'parent'}]","{'jun17': {'href': 'jun17.png', 'type': 'image/png'}, 'dec17': {'href': 'dec17.png', 'type': 'image/png'}, 'jun18': {'href': 'jun18.png', 'type': 'image/png'}, 'dec18': {'href': 'dec18.png', 'type': 'image/png'}, 'json-metadata': {'href': 'metadata.json', 'title': 'Metadata', 'type': 'text/json', 'roles': ['metadata']}}",18-Jun,id_000e690b.png,C:\Users\Administrator\Desktop\results\jun18\id_000e690b.png,40,40,0.305,0.305,0.305,617.14615,1234.2923,2016 Long rains,2016,Long rains
,,2018 LR,,Kenya,,0.25,,2018,39.55,,,,,,,id_0014e9c6,34.905037,,0.8434993,39.2,0,,,0.843520164,34.90502668,east_african_field_centers_planet_label_0014e9c6,east_african_field_centers_planet_source_0014e9c6,2018-06-01T00:00:00.000000Z,,"{""datetime"": ""2018-06-01T00:00:00.000000Z"", ""label:description"": ""Coordinate Labels"", ""label:properties"": null, ""label:type"": ""coordinates""}","{'coordinates': [[34.90324017342531, 0.8417026681372187], [34.90324017342531, 0.8452959318627814], [34.90683382657469, 0.8417026681372187], [34.90683382657469, 0.8452959318627814], [34.90324017342531, 0.8417026681372187]], 'type': 'polygon'}",Feature,east_african_field_centers_planet_source,"[34.90324017342531, 0.8417026681372187, 34.90683382657469, 0.8452959318627814]",1.0.0,"{'datetime': '2018-06-01T00:00:00.000000Z', 'platform': 'Planet Labs'}",east_african_field_centers_planet_source_0014e9c6,"[{'href': '../collection.json', 'rel': 'collection'}, {'href': '../collection.json', 'rel': 'parent'}]","{'jun17': {'href': 'jun17.png', 'type': 'image/png'}, 'dec17': {'href': 'dec17.png', 'type': 'image/png'}, 'jun18': {'href': 'jun18.png', 'type': 'image/png'}, 'dec18': {'href': 'dec18.png', 'type': 'image/png'}, 'json-metadata': {'href': 'metadata.json', 'title': 'Metadata', 'type': 'text/json', 'roles': ['metadata']}}",17-Dec,id_0014e9c6.png,C:\Users\Administrator\Desktop\results\dec17\id_0014e9c6.png,,,,,,,,2018 Long rains,2018,Long rains
,,2018 LR,,Kenya,,0.25,,2018,39.55,,,,,,,id_0014e9c6,34.905037,,0.8434993,39.2,0,,,0.843520164,34.90502668,east_african_field_centers_planet_label_0014e9c6,east_african_field_centers_planet_source_0014e9c6,2018-06-01T00:00:00.000000Z,,"{""datetime"": ""2018-06-01T00:00:00.000000Z"", ""label:description"": ""Coordinate Labels"", ""label:properties"": null, ""label:type"": ""coordinates""}","{'coordinates': [[34.90324017342531, 0.8417026681372187], [34.90324017342531, 0.8452959318627814], [34.90683382657469, 0.8417026681372187], [34.90683382657469, 0.8452959318627814], [34.90324017342531, 0.8417026681372187]], 'type': 'polygon'}",Feature,east_african_field_centers_planet_source,"[34.90324017342531, 0.8417026681372187, 34.90683382657469, 0.8452959318627814]",1.0.0,"{'datetime': '2018-06-01T00:00:00.000000Z', 'platform': 'Planet Labs'}",east_african_field_centers_planet_source_0014e9c6,"[{'href': '../collection.json', 'rel': 'collection'}, {'href': '../collection.json', 'rel': 'parent'}]","{'jun17': {'href': 'jun17.png', 'type': 'image/png'}, 'dec17': {'href': 'dec17.png', 'type': 'image/png'}, 'jun18': {'href': 'jun18.png', 'type': 'image/png'}, 'dec18': {'href': 'dec18.png', 'type': 'image/png'}, 'json-metadata': {'href': 'metadata.json', 'title': 'Metadata', 'type': 'text/json', 'roles': ['metadata']}}",18-Dec,id_0014e9c6.png,C:\Users\Administrator\Desktop\results\dec18\id_0014e9c6.png,,,,,,,,2018 Long rains,2018,Long rains
,,2018 LR,,Kenya,,0.25,,2018,39.55,,,,,,,id_0014e9c6,34.905037,,0.8434993,39.2,0,,,0.843520164,34.90502668,east_african_field_centers_planet_label_0014e9c6,east_african_field_centers_planet_source_0014e9c6,2018-06-01T00:00:00.000000Z,,"{""datetime"": ""2018-06-01T00:00:00.000000Z"", ""label:description"": ""Coordinate Labels"", ""label:properties"": null, ""label:type"": ""coordinates""}","{'coordinates': [[34.90324017342531, 0.8417026681372187], [34.90324017342531, 0.8452959318627814], [34.90683382657469, 0.8417026681372187], [34.90683382657469, 0.8452959318627814], [34.90324017342531, 0.8417026681372187]], 'type': 'polygon'}",Feature,east_african_field_centers_planet_source,"[34.90324017342531, 0.8417026681372187, 34.90683382657469, 0.8452959318627814]",1.0.0,"{'datetime': '2018-06-01T00:00:00.000000Z', 'platform': 'Planet Labs'}",east_african_field_centers_planet_source_0014e9c6,"[{'href': '../collection.json', 'rel': 'collection'}, {'href': '../collection.json', 'rel': 'parent'}]","{'jun17': {'href': 'jun17.png', 'type': 'image/png'}, 'dec17': {'href': 'dec17.png', 'type': 'image/png'}, 'jun18': {'href': 'jun18.png', 'type': 'image/png'}, 'dec18': {'href': 'dec18.png', 'type': 'image/png'}, 'json-metadata': {'href': 'metadata.json', 'title': 'Metadata', 'type': 'text/json', 'roles': ['metadata']}}",17-Jun,id_0014e9c6.png,C:\Users\Administrator\Desktop\results\jun17\id_0014e9c6.png,,,,,,,,2018 Long rains,2018,Long rains
,,2018 LR,,Kenya,,0.25,,2018,39.55,,,,,,,id_0014e9c6,34.905037,,0.8434993,39.2,0,,,0.843520164,34.90502668,east_african_field_centers_planet_label_0014e9c6,east_african_field_centers_planet_source_0014e9c6,2018-06-01T00:00:00.000000Z,,"{""datetime"": ""2018-06-01T00:00:00.000000Z"", ""label:description"": ""Coordinate Labels"", ""label:properties"": null, ""label:type"": ""coordinates""}","{'coordinates': [[34.90324017342531, 0.8417026681372187], [34.90324017342531, 0.8452959318627814], [34.90683382657469, 0.8417026681372187], [34.90683382657469, 0.8452959318627814], [34.90324017342531, 0.8417026681372187]], 'type': 'polygon'}",Feature,east_african_field_centers_planet_source,"[34.90324017342531, 0.8417026681372187, 34.90683382657469, 0.8452959318627814]",1.0.0,"{'datetime': '2018-06-01T00:00:00.000000Z', 'platform': 'Planet Labs'}",east_african_field_centers_planet_source_0014e9c6,"[{'href': '../collection.json', 'rel': 'collection'}, {'href': '../collection.json', 'rel': 'parent'}]","{'jun17': {'href': 'jun17.png', 'type': 'image/png'}, 'dec17': {'href': 'dec17.png', 'type': 'image/png'}, 'jun18': {'href': 'jun18.png', 'type': 'image/png'}, 'dec18': {'href': 'dec18.png', 'type': 'image/png'}, 'json-metadata': {'href': 'metadata.json', 'title': 'Metadata', 'type': 'text/json', 'roles': ['metadata']}}",18-Jun,id_0014e9c6.png,C:\Users\Administrator\Desktop\results\jun18\id_0014e9c6.png,,,,,,,,2018 Long rains,2018,Long rains
26.45,,2016 LR,DK_8031,Kenya,8,0.25,12.5,2016,6,12.5,,,5,,27.65,id_00165638,34.75039804,,-0.548206051,6.45,0,,,-0.548139884,34.75040935,east_african_field_centers_planet_label_00165638,east_african_field_centers_planet_source_00165638,2016-06-01T00:00:00.000000Z,,"{""datetime"": ""2016-06-01T00:00:00.000000Z"", ""label:description"": ""Coordinate Labels"", ""label:properties"": null, ""label:type"": ""coordinates""}","{'coordinates': [[34.748601326644035, -0.5500026821150684], [34.748601326644035, -0.5464094198849314], [34.75219475335597, -0.5500026821150684], [34.75219475335597, -0.5464094198849314], [34.748601326644035, -0.5500026821150684]], 'type': 'polygon'}",Feature,east_african_field_centers_planet_source,"[34.748601326644035, -0.5500026821150684, 34.75219475335597, -0.5464094198849314]",1.0.0,"{'datetime': '2016-06-01T00:00:00.000000Z', 'platform': 'Planet Labs'}",east_african_field_centers_planet_source_00165638,"[{'href': '../collection.json', 'rel': 'collection'}, {'href': '../collection.json', 'rel': 'parent'}]","{'jun17': {'href': 'jun17.png', 'type': 'image/png'}, 'dec17': {'href': 'dec17.png', 'type': 'image/png'}, 'jun18': {'href': 'jun18.png', 'type': 'image/png'}, 'dec18': {'href': 'dec18.png', 'type': 'image/png'}, 'json-metadata': {'href': 'metadata.json', 'title': 'Metadata', 'type': 'text/json', 'roles': ['metadata']}}",17-Dec,id_00165638.png,C:\Users\Administrator\Desktop\results\dec17\id_00165638.png,,,,,,,,2016 Long rains,2016,Long rains
26.45,,2016 LR,DK_8031,Kenya,8,0.25,12.5,2016,6,12.5,,,5,,27.65,id_00165638,34.75039804,,-0.548206051,6.45,0,,,-0.548139884,34.75040935,east_african_field_centers_planet_label_00165638,east_african_field_centers_planet_source_00165638,2016-06-01T00:00:00.000000Z,,"{""datetime"": ""2016-06-01T00:00:00.000000Z"", ""label:description"": ""Coordinate Labels"", ""label:properties"": null, ""label:type"": ""coordinates""}","{'coordinates': [[34.748601326644035, -0.5500026821150684], [34.748601326644035, -0.5464094198849314], [34.75219475335597, -0.5500026821150684], [34.75219475335597, -0.5464094198849314], [34.748601326644035, -0.5500026821150684]], 'type': 'polygon'}",Feature,east_african_field_centers_planet_source,"[34.748601326644035, -0.5500026821150684, 34.75219475335597, -0.5464094198849314]",1.0.0,"{'datetime': '2016-06-01T00:00:00.000000Z', 'platform': 'Planet Labs'}",east_african_field_centers_planet_source_00165638,"[{'href': '../collection.json', 'rel': 'collection'}, {'href': '../collection.json', 'rel': 'parent'}]","{'jun17': {'href': 'jun17.png', 'type': 'image/png'}, 'dec17': {'href': 'dec17.png', 'type': 'image/png'}, 'jun18': {'href': 'jun18.png', 'type': 'image/png'}, 'dec18': {'href': 'dec18.png', 'type': 'image/png'}, 'json-metadata': {'href': 'metadata.json', 'title': 'Metadata', 'type': 'text/json', 'roles': ['metadata']}}",18-Dec,id_00165638.png,C:\Users\Administrator\Desktop\results\dec18\id_00165638.png,,,,,,,,2016 Long rains,2016,Long rains
26.45,,2016 LR,DK_8031,Kenya,8,0.25,12.5,2016,6,12.5,,,5,,27.65,id_00165638,34.75039804,,-0.548206051,6.45,0,,,-0.548139884,34.75040935,east_african_field_centers_planet_label_00165638,east_african_field_centers_planet_source_00165638,2016-06-01T00:00:00.000000Z,,"{""datetime"": ""2016-06-01T00:00:00.000000Z"", ""label:description"": ""Coordinate Labels"", ""label:properties"": null, ""label:type"": ""coordinates""}","{'coordinates': [[34.748601326644035, -0.5500026821150684], [34.748601326644035, -0.5464094198849314], [34.75219475335597, -0.5500026821150684], [34.75219475335597, -0.5464094198849314], [34.748601326644035, -0.5500026821150684]], 'type': 'polygon'}",Feature,east_african_field_centers_planet_source,"[34.748601326644035, -0.5500026821150684, 34.75219475335597, -0.5464094198849314]",1.0.0,"{'datetime': '2016-06-01T00:00:00.000000Z', 'platform': 'Planet Labs'}",east_african_field_centers_planet_source_00165638,"[{'href': '../collection.json', 'rel': 'collection'}, {'href': '../collection.json', 'rel': 'parent'}]","{'jun17': {'href': 'jun17.png', 'type': 'image/png'}, 'dec17': {'href': 'dec17.png', 'type': 'image/png'}, 'jun18': {'href': 'jun18.png', 'type': 'image/png'}, 'dec18': {'href': 'dec18.png', 'type': 'image/png'}, 'json-metadata': {'href': 'metadata.json', 'title': 'Metadata', 'type': 'text/json', 'roles': ['metadata']}}",17-Jun,id_00165638.png,C:\Users\Administrator\Desktop\results\jun17\id_00165638.png,,,,,,,,2016 Long rains,2016,Long rains
